step,sla_met,sla_embb_step,sla_urllc_step,sla_mmtc_step,sla_avg_step,total_throughput,bandwidth_util,decision_latency,token_usage,reward,alloc_embb,alloc_urllc,alloc_mmtc,sla_rate_embb,sla_rate_urllc,sla_rate_mmtc,seed,scenario,method
82,"[False, True, False]",0,1,0,0.3333333333333333,7329.0,0.62225,9.247698307037354,1239,0.2200083333333333,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
83,"[False, True, False]",0,1,0,0.3333333333333333,6365.0,0.521,9.113943099975586,1257,0.1896333333333332,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
84,"[False, True, False]",0,1,0,0.3333333333333333,5223.0,0.4454999999999999,8.333927154541016,1239,0.1669833333333333,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
85,"[False, True, False]",0,1,0,0.3333333333333333,3704.0,0.61625,7.544095993041992,1242,0.2182083333333332,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
86,"[False, True, False]",0,1,0,0.3333333333333333,3827.0,0.49975,9.849617004394531,1245,0.1832583333333333,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
87,"[False, True, False]",0,1,0,0.3333333333333333,3797.0,0.4579999999999999,8.338152885437012,1241,0.1707333333333333,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
88,"[False, True, False]",0,1,0,0.3333333333333333,2900.0,0.50325,8.73305082321167,1233,0.1843083333333333,0.05,0.9,0.05,0.0,1.0,0.0,42,steady,M5-PA
89,"[False, False, True]",0,0,1,0.3333333333333333,2210.0,0.36225,8.375304937362671,1237,0.1420083333333333,0.55,0.1999999999999999,0.2499999999999999,0.0,0.9,0.1,42,steady,M5-PA
90,"[True, False, False]",1,0,0,0.3333333333333333,3339.0,0.4404999999999999,7.374802112579346,1244,0.1654833333333332,0.65,0.3,0.05,0.1,0.8,0.1,42,steady,M5-PA
91,"[False, True, False]",0,1,0,0.3333333333333333,2763.0,0.51375,9.756783723831177,1266,0.1874583333333333,0.5499999999999999,0.4,0.05,0.1,0.8,0.1,42,steady,M5-PA
92,"[False, True, False]",0,1,0,0.3333333333333333,2783.0,0.581,10.0109281539917,1247,0.2076333333333332,0.4499999999999999,0.5,0.05,0.1,0.8,0.1,42,steady,M5-PA
93,"[False, True, False]",0,1,0,0.3333333333333333,2511.0,0.51625,8.69498586654663,1255,0.1882083333333332,0.35,0.6,0.05,0.1,0.8,0.1,42,steady,M5-PA
94,"[False, False, False]",0,0,0,0.0,1605.0000000000005,0.49225,8.338255882263184,1246,0.097675,0.25,0.7,0.05,0.1,0.7,0.1,42,steady,M5-PA
95,"[False, True, False]",0,1,0,0.3333333333333333,1063.0,0.472,10.009841918945312,1263,0.1582666666666666,0.1499999999999999,0.8,0.05,0.1,0.7,0.1,42,steady,M5-PA
96,"[False, False, True]",0,0,1,0.3333333333333333,2373.333333333334,0.492,10.119935035705566,1259,0.1642666666666666,0.4166666666666667,0.2666666666666666,0.3166666666666667,0.1,0.6,0.2,42,steady,M5-PA
97,"[False, False, False]",0,0,0,0.0,2180.0000000000005,0.51875,7.315234184265137,1251,0.0889583333333333,0.6,0.35,0.0500000000000001,0.1,0.5,0.2,42,steady,M5-PA
98,"[False, True, False]",0,1,0,0.3333333333333333,2215.0,0.56675,7.498324871063232,1246,0.1700249999999999,0.4499999999999999,0.5,0.05,0.1,0.5,0.2,42,steady,M5-PA
99,"[False, True, False]",0,1,0,0.3333333333333333,2123.0,0.63825,9.166072845458984,1252,0.1914749999999999,0.35,0.6,0.05,0.1,0.6,0.1,42,steady,M5-PA
0,"[False, True, False]",0,1,0,0.3333333333333333,4712.666666666666,0.621,8.842689990997314,1265,0.2196333333333333,0.2333333333333333,0.5333333333333333,0.2333333333333333,0.0,1.0,0.0,123,steady,M5-PA
1,"[False, True, False]",0,1,0,0.3333333333333333,4274.000000000001,0.466,10.223549842834473,1261,0.1731333333333333,0.3,0.6,0.1,0.0,1.0,0.0,123,steady,M5-PA
2,"[False, True, False]",0,1,0,0.3333333333333333,3532.0,0.484,7.779893159866333,1242,0.1785333333333332,0.25,0.7,0.05,0.0,1.0,0.0,123,steady,M5-PA
3,"[False, True, False]",0,1,0,0.3333333333333333,4417.000000000001,0.44725,7.88385009765625,1240,0.1675083333333333,0.25,0.7,0.05,0.0,1.0,0.0,123,steady,M5-PA
4,"[False, True, False]",0,1,0,0.3333333333333333,4447.000000000001,0.537,9.228566884994509,1243,0.1944333333333333,0.25,0.7,0.05,0.0,1.0,0.0,123,steady,M5-PA
5,"[False, True, False]",0,1,0,0.3333333333333333,3746.999999999999,0.50425,9.675595998764038,1250,0.1846083333333333,0.1499999999999999,0.8,0.05,0.0,1.0,0.0,123,steady,M5-PA
6,"[False, True, False]",0,1,0,0.3333333333333333,3587.9999999999995,0.55675,7.879041910171509,1239,0.2003583333333332,0.1499999999999999,0.8,0.05,0.0,1.0,0.0,123,steady,M5-PA
7,"[False, True, False]",0,1,0,0.3333333333333333,4791.0,0.51575,6.952849864959717,1240,0.1880583333333332,0.1,0.85,0.05,0.0,1.0,0.0,123,steady,M5-PA
8,"[False, True, False]",0,1,0,0.3333333333333333,5335.0,0.56175,7.433032989501953,1239,0.2018583333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
9,"[False, True, False]",0,1,0,0.3333333333333333,7379.0,0.484,8.373964071273804,1241,0.1785333333333332,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
10,"[False, True, False]",0,1,0,0.3333333333333333,6365.0,0.6607500000000001,8.893127918243408,1242,0.2315583333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
11,"[False, True, False]",0,1,0,0.3333333333333333,5253.0,0.56675,7.616255044937134,1245,0.2033583333333332,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
12,"[False, True, False]",0,1,0,0.3333333333333333,6255.0,0.425,7.561395883560181,1234,0.1608333333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
13,"[False, True, False]",0,1,0,0.3333333333333333,6285.0,0.5760000000000001,9.132574081420898,1234,0.2061333333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
14,"[False, True, False]",0,1,0,0.3333333333333333,6285.0,0.5217499999999999,8.208193063735962,1234,0.1898583333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
15,"[False, True, False]",0,1,0,0.3333333333333333,7349.0,0.49075,8.66343092918396,1242,0.1805583333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
16,"[False, True, False]",0,1,0,0.3333333333333333,6365.0,0.5217499999999999,7.749006032943726,1237,0.1898583333333333,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
17,"[False, True, False]",0,1,0,0.3333333333333333,4727.0,0.5579999999999999,8.324846744537354,1248,0.2007333333333332,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
18,"[False, True, False]",0,1,0,0.3333333333333333,5346.0,0.511,9.84662389755249,1236,0.1866333333333332,0.05,0.9,0.05,0.0,1.0,0.0,123,steady,M5-PA
19,"[False, False, True]",0,0,1,0.3333333333333333,4980.0,0.647,8.168674230575562,1234,0.2274333333333333,0.55,0.1999999999999999,0.2499999999999999,0.0,0.9,0.1,123,steady,M5-PA
20,"[False, True, False]",0,1,0,0.3333333333333333,5012.0,0.67425,7.212386131286621,1249,0.2356083333333333,0.65,0.3,0.05,0.0,0.9,0.1,123,steady,M5-PA
21,"[False, True, False]",0,1,0,0.3333333333333333,3960.0,0.4225,7.753985643386841,1244,0.1600833333333333,0.5499999999999999,0.4,0.05,0.0,0.9,0.1,123,steady,M5-PA
22,"[False, True, False]",0,1,0,0.3333333333333333,4217.0,0.48225,7.885766983032227,1245,0.1780083333333332,0.4499999999999999,0.5,0.05,0.0,0.9,0.1,123,steady,M5-PA
23,"[False, True, False]",0,1,0,0.3333333333333333,5305.0,0.45475,8.040693998336792,1236,0.1697583333333333,0.35,0.6,0.05,0.0,0.9,0.1,123,steady,M5-PA
24,"[False, True, False]",0,1,0,0.3333333333333333,5630.0,0.43925,8.769659042358398,1252,0.1651083333333332,0.25,0.7,0.05,0.0,0.9,0.1,123,steady,M5-PA
25,"[False, True, False]",0,1,0,0.3333333333333333,4602.999999999999,0.53925,7.199414014816284,1244,0.1951083333333332,0.1499999999999999,0.8,0.05,0.0,0.9,0.1,123,steady,M5-PA
26,"[False, True, False]",0,1,0,0.3333333333333333,3172.0,0.597,7.463000059127808,1257,0.2124333333333333,0.05,0.9,0.05,0.0,0.9,0.1,123,steady,M5-PA
27,"[False, True, False]",0,1,0,0.3333333333333333,2960.0,0.5585,9.871465921401978,1254,0.2008833333333333,0.05,0.9,0.05,0.0,0.9,0.1,123,steady,M5-PA
28,"[True, False, False]",1,0,0,0.3333333333333333,4691.0,0.5855,8.085684061050415,1242,0.2089833333333333,0.55,0.1999999999999999,0.2499999999999999,0.1,0.8,0.1,123,steady,M5-PA
29,"[False, True, True]",0,1,1,0.6666666666666666,2411.9999999999995,0.518,8.61529803276062,1249,0.2720666666666667,0.1499999999999999,0.35,0.5,0.1,0.9,0.1,123,steady,M5-PA
30,"[False, False, True]",0,0,1,0.3333333333333333,3235.0,0.55425,8.078550815582275,1253,0.216275,0.35,0.05,0.6,0.1,0.8,0.2,123,steady,M5-PA
31,"[True, False, True]",1,0,1,0.6666666666666666,5239.0,0.4225,8.246567249298096,1261,0.2600833333333333,0.5,0.15,0.35,0.2,0.7,0.3,123,steady,M5-PA
32,"[True, False, False]",1,0,0,0.3333333333333333,6159.0,0.4525,7.732146739959717,1261,0.2024166666666666,0.6,0.25,0.1499999999999999,0.3,0.6,0.3,123,steady,M5-PA
33,"[True, True, False]",1,1,0,0.6666666666666666,7005.999999999999,0.59925,7.2008960247039795,1252,0.329775,0.5499999999999999,0.4,0.05,0.4,0.6,0.3,123,steady,M5-PA
34,"[True, True, False]",1,1,0,0.6666666666666666,7447.999999999999,0.53125,8.039400815963745,1254,0.3260416666666667,0.4499999999999999,0.5,0.05,0.5,0.6,0.3,123,steady,M5-PA
35,"[True, True, False]",1,1,0,0.6666666666666666,6183.0,0.6145,7.292927980422974,1255,0.3676833333333333,0.3999999999999999,0.55,0.05,0.6,0.6,0.3,123,steady,M5-PA
36,"[False, True, False]",0,1,0,0.3333333333333333,7838.0,0.5607500000000001,7.660607814788818,1260,0.2848916666666666,0.25,0.7,0.05,0.6,0.6,0.3,123,steady,M5-PA
37,"[False, True, False]",0,1,0,0.3333333333333333,5626.0,0.5117499999999999,7.577591180801392,1255,0.2701916666666666,0.1499999999999999,0.8,0.05,0.6,0.6,0.3,123,steady,M5-PA
38,"[True, True, True]",1,1,1,1.0,4288.333333333334,0.4695,7.371429920196533,1265,0.4241833333333332,0.4166666666666667,0.2666666666666666,0.3166666666666667,0.6,0.7,0.4,123,steady,M5-PA
39,"[True, False, False]",1,0,0,0.3333333333333333,6404.0,0.5155,6.8260931968688965,1254,0.2879833333333333,0.5,0.35,0.15,0.7,0.6,0.3,123,steady,M5-PA
40,"[True, False, True]",1,0,1,0.6666666666666666,7043.999999999999,0.48825,7.2007739543914795,1256,0.3631416666666667,0.6333333333333333,0.0833333333333333,0.2833333333333333,0.8,0.6,0.3,123,steady,M5-PA
41,"[True, False, False]",1,0,0,0.3333333333333333,8435.999999999998,0.5539999999999999,7.783346891403198,1251,0.2995333333333332,0.75,0.15,0.1,0.8,0.6,0.2,123,steady,M5-PA
